Index,Likes,Comment
703,0,Any government that ignores its people when they are suffering will be eventually punished by the whole. It's a matter if time. Irrespective of party politics India is watching and will decide at voting. No PM has the throne forever and no party is above the law .Eventually change arrives.
704,0,Clearly the BJP government has gone wrong somewhere. Wondering how the leadership sleeps at night when people are waging war. Maybe certain political parties aren't equipped with the right tact to manage certain states. Sad.
705,0,I think this person is not understanding the questions....  a translator is even needed for him....😂
706,0,Funny that a person should request for an interview from the media..... It's usually the other way around
707,0,"Omg i would die of shame 
This is the kind of leaders they have all the same or worst then the one before
Getting roasted with his own lies and request lol😂"
708,0,"Mr Karan haokip,
Please come to the solutions,  not supporting law breakers."
709,0,"H.Nabashyam, I'm not sure what to do, but I'm sure I'll be able to do it"
710,0,Liers this meiteis are all liers
711,0,Came to the interview as a lion but return as a mice😅😅😅
712,0,Meiteis are good in telling lies
713,0,"Karan Thapar Stills think Kukis are innocent , Meitei started the attack... .What a shame!!"
714,0,"NAGALIM FOR NAGAS
ZOLAND FOR KUKIS
IMPHAN BHELLEY FOR ST ASPIRANTS
#PEACEprocess
#humanityFirst
#MEITEI_TRIBAL UNITY
#STOP_BHAOLENCE❤️"
715,0,"Don't Play with politics, it's a dangerous game, just spill the truth."
716,0,If the CM of Manipur always cooperate with  the UHM..! Does that means the culprit behind the curtain is the UHM(BJP/RSS) itself.?
717,0,"😂😂wha wha whas happening with the umm ... Keino😂😂😂, so funny."
718,0,Does he even understand the questions😂😂😂😂😂
719,0,"Manipur will remain Manipur with full land  integrity and no matter how much the situation  worsen , the integrity of our land will intake. It cant be touch nor break ."
720,0,Next cm should be from naga hills to maintain peace n law in Manipur...
721,1,Why the UCM leader always divert the questions and spoke elsewhere??
722,0,the point is not who started it but that the CM couldn't control the violence- period. it seems like Rajat is talking to either a wall or an imbecile.
723,0,"If the leader of World metitei council is like this,i can imagine how their society wud be like! Nxt time if any meitei coming for the interview,pls give them some tips on how to response rather than hiting around the bushes.i wasted my time watching such a nonsense response from meitei😂😂 anyway hats off to karan sir"
724,1,"As soon as he spokes he started saying the false statement
Also whenever karan put a  question, he never comes to the question. Unfit leaders of meitei people. People laugh at u  meitei leader. 😊😊😅"
725,0,Sir karan  send him back to imphal he is unfit  to talk to you. He is a joker😮😮😊😅
726,0,He dint know english or wht😂😂😂in english keino is there or what😅
727,0,"Good going Karan! 
Continue maintaining your neutrality and impartiality 👍🏽"
728,0,"Karan, how come you believe the kuni side and totally disapproving the. Meitei side. Get down on the ground karan, and you will find the kukis reality"
729,0,Mr Karan thapar you are bastard No 1
730,0,I thanks God that he's not from the kuki community ❤️‍🩹❤️‍🩹❤️‍🩹.... What a jokes 😅... Man he literally make my day good I almost die of laughter 🤣😂🤣... I hope we got a new jokes from meitei again 😂🤣🤣🤣🤣
731,0,Sir Babloo is the honest man among our Meitei brothers
732,0,"Lying from the beginning, kuki-zo never attact first, meitei started burning down the centenary gate, and after that they started burning down our houses. Your claim of Kuki-zo with sophisticated weapons during the rally is deliberately wrong, very wrong. And your claims of Kuki-zo attacking first is also wrong, very untrue. Shame on you mr. Heigrujam. 
No doubt, meitei are talented in lying."
733,0,"Your claim of DGP and other officers are related to indigenous group is also wrong. How about you question yourself about the relationship of your CM,  some MLAs with arambai tenggol, meitei leepun?"
734,0,This meitei guy is so phunny....😂😂
735,0,Moat funny interview.....meitei guy should be a joker in some movie..
736,0,"Meitei leepuns, arambai tenggol leaded by state force commando, police, IRB will come with many weapons and ammunition but bro is claiming boldly that kuki-zo attack us. We just defend ourselves. Anyway respect to you for lying boldy bro.w"
737,0,"100 times Karan Thapar is trying his best to put words in the mouth of his guest by saying don't blame Kuki Chin people but blame the BJP govt and each time he's ignored. Yet the heading of this video makes a complete mockery of what the guest is saying, typical of Commie liars like Thapar. The interview isn't about what Thapars views are, but on what the Meitei spokespersons are. Gutter journalism of the 3rd grade"
738,0,Wow this kind of Leader really exist haha Thank God I'm not born from a Meitei Community
739,0,Karan you failed to ask the independence movement by meitei. They don't want to be part of Indian Union.
740,0,Luv u Karan Thapar
741,0,U knw meitei are thief & liar people
742,0,Lies after lies
743,0,"There is no meitei who is neutral.
It's either they were a hypocrites or a communal violence eloquency experts"
744,0,Karan Haokip is just standing for illegal immigrant kuki. He will never listen the meetei pts and also he knows where the war started first who started the war . Money is powerful he might got huge amount from kukis else why not he would listen the community voice like illegal immigrant kuki voices
